Tanggal,No_bukti,Keterangan,Kode,Account,Kategory, Debet , Kredit , Saldo ,   Stock ,   Saldo Stock Ayam ,   Harga Satuan , penjualan , Cumm_penj ,  Saldo_deff ,   beban ,  Cummbeban 
30-Jun-19,,Gaji harian Ilham 7 hari (tanggal 24-30 Juni),BGAJI,Beban Gaji,Beban," 280,000 ",," 280,000 ", -   ,152, -   , -   , -   ," 280,000 ",280000," 14,707,800 "
30-Jun-19,,Gaji harian Ilham 7 hari (tanggal 24-30 Juni),KAS,Kas dompet,Harta,," 280,000 ", -   , -   ,152, -   , -   , -   ," (280,000)",0, -   
30-Jun-19,,Gaji bulanan ilham bulan Juni,BGAJI,Beban Gaji,Beban," 400,000 ",," 400,000 ", -   ,152, -   , -   , -   ," 400,000 ",400000," 15,107,800 "
30-Jun-19,,Gaji bulanan ilham bulan Juni,KAS,Kas dompet,Harta,," 400,000 ", -   , -   ,152, -   , -   , -   ," (400,000)",0, -   
30-Jun-19,,Beban sewa toko bulan Juni,BSWTK,Beban Sewa Toko,Beban," 2,166,667 ",," 2,166,667 ", -   ,152, -   , -   , -   ," 2,166,667 ",2166667," 17,274,467 "
30-Jun-19,,Beban sewa toko bulan Juni,SWTK,Sewa Toko,Harta,," 2,166,667 ", -   , -   ,152, -   , -   , -   ," (2,166,667)",0, -   
30-Jun-19,,Beban depresiasi asset,BDEPRE,Beban Depresiasi,Beban," 620,903 ",," 620,903 ", -   ,152, -   , -   , -   ," 620,903 ",620903," 17,895,370 "
30-Jun-19,,Beban depresiasi asset,FXDA,Fixed Asset,Harta,," 620,903 ", -   , -   ,152, -   , -   , -   ," (620,903)",0, -   
30-Jun-19,,Penyesuaian stock beras,BPENYB,Beban Penyesuaian Beras,Beban," 21,000 ",," 21,000 ", -   ,152, -   , -   , -   ," 21,000 ",21000," 17,916,370 "
30-Jun-19,,Penyesuaian stock beras,PBRS,Persediaan Beras,Harta,," 21,000 ", -   , -   ,152, -   , -   , -   ," (21,000)",0, -   
30-Jun-19,,Penyesuaian stock ayam,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 109,600 ",," 109,600 ", -   ,152, -   , -   , -   ," 109,600 ",0, -   
30-Jun-19,,Penyesuaian stock ayam,BPENYA,Beban Penyesuaian Ayam,Beban,," 109,600 ", -   , -   ,152, -   , -   , -   ," (109,600)",-109600," 17,806,770 "
30-Jun-19,,Penyesuaian stock dus,BPDUS,Beban Penyesuaian Dus,Beban," 110,440 ",," 110,440 ", -   ,152, -   , -   , -   ," 110,440 ",110440," 17,917,210 "
30-Jun-19,,Penyesuaian stock dus,PDUS,Persediaan Dus,Harta,," 110,440 ", -   , -   ,152, -   , -   , -   ," (110,440)",0, -   
30-Jun-19,,Laba Bulan Juni,LR,Laba Rugi,Laba Rugi," 2,061,790 ",," 2,061,790 ", -   ,152, -   , -   , -   ," 2,061,790 ",0, -   
30-Jun-19,,Laba Bulan Juni,MODAL,Modal ,Modal,," 2,061,790 ", -   , -   ,152, -   , -   , -   ," (2,061,790)",0, -   
1-Jul-19,,Beban sewa toko bulan Juli,BSWTK,Beban Sewa Toko,Beban," 2,166,667 ",," 2,166,667 ",,152, -   , -   , -   ," 2,166,667 ",2166667," 2,166,667 "
1-Jul-19,,Beban sewa toko bulan Juli,SWTK,Sewa Toko,Harta,," 2,166,667 ", -   ,,152, -   , -   , -   ," (2,166,667)",0, -   
1-Jul-19,,Beban depresiasi asset bulan juli,BDEPRE,Beban Depresiasi,Beban," 919,902 ",," 919,902 ",,152, -   , -   , -   ," 919,902 ",919902," 3,086,569 "
1-Jul-19,,Beban depresiasi asset bulan juli,FXDA,Fixed Asset,Harta,," 919,902 ", -   ,,152, -   , -   , -   ," (919,902)",0, -   
1-Jul-19,,Beban Gaji Bulan Juli,BGAJI,Beban Gaji,Beban," 3,200,000 ",," 3,200,000 ",,152, -   , -   , -   ," 3,200,000 ",3200000," 6,286,569 "
1-Jul-19,,Accrude Gaji Bulan Juli,ACCR,Accrude,Accrude,," 3,200,000 ", -   ,,152, -   , -   , -   ," (3,200,000)",0, -   
1-Jul-19,,"Belanja cabe 2kg,timun4kg,tomat1kg,masako",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 164,500 ",," 164,500 ",,152, -   , -   , -   ," 164,500 ",0, -   
1-Jul-19,,"Belanja cabe 2kg,timun4kg,tomat1kg,masako",KAS,Kas dompet,Harta,," 164,500 ", -   ,,152, -   , -   , -   ," (164,500)",0, -   
1-Jul-19,,Bayar iuran RT,BSUM,Beban Sumbangan,Beban," 15,000 ",," 15,000 ",,152, -   , -   , -   ," 15,000 ",15000," 6,301,569 "
1-Jul-19,,Bayar iuran RT,KAS,Kas dompet,Harta,," 15,000 ", -   ,,152, -   , -   , -   ," (15,000)",0, -   
1-Jul-19,,Penjualan ayam by Toko 8 ekor,KAS,Kas dompet,Harta," 488,000 ",," 488,000 ",,152, -   , -   , -   ," 488,000 ",0, -   
1-Jul-19,,Penjualan ayam by Toko 8 ekor,PJTK,Penjualan Toko,Penjualan,," 488,000 ", -   ,,152, -   ," 488,000 "," 488,000 "," (488,000)",0, -   
1-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,152, -   , -   , -   ," 8,000 ",0, -   
1-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,152, -   ," 8,000 "," 496,000 "," (8,000)",0, -   
1-Jul-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ",,152, -   , -   , -   ," 60,000 ",0, -   
1-Jul-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   ,,152, -   ," 60,000 "," 556,000 "," (60,000)",0, -   
1-Jul-19,,Persediaan ayam (dikurangi 9 ekor),BPJ,Beban Harga Pokok,Beban," 315,000 ",," 315,000 ",-9,143, -   , -   , -   ," 315,000 ",315000," 6,616,569 "
1-Jul-19,,Persediaan ayam (dikurangi 9 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 315,000 ", -   ,,143, -   , -   , -   ," (315,000)",0, -   
1-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,143, -   , -   , -   ," 30,000 ",0, -   
1-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,143, -   , -   , -   ," (30,000)",0, -   
1-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,143, -   , -   , -   ," 2,000 ",2000," 6,618,569 "
1-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,143, -   , -   , -   ," (2,000)",0, -   
2-Jul-19,,"Beli bowl 50pcs 40.000, tutup 50pcs 22.500,sendok 50pcs 7.000",PBWL,Persediaan Ricebowl,Harta," 69,500 ",," 69,500 ",,143, -   , -   , -   ," 69,500 ",0, -   
2-Jul-19,,"Beli bowl 50pcs 40.000, tutup 50pcs 22.500,sendok 50pcs 7.000",KAS,Kas dompet,Harta,," 69,500 ", -   ,,143, -   , -   , -   ," (69,500)",0, -   
2-Jul-19,,Beli sarung tangan plastik 1pack isi 100,CMSBL,Consumable,Beban," 10,000 ",," 10,000 ",,143, -   , -   , -   ," 10,000 ",10000," 6,628,569 "
2-Jul-19,,Beli sarung tangan plastik 1pack isi 100,KAS,Kas dompet,Harta,," 10,000 ", -   ,,143, -   , -   , -   ," (10,000)",0, -   
2-Jul-19,,Beli telur 1/2kg,PBWL,Persediaan Ricebowl,Harta," 14,000 ",," 14,000 ",,143, -   , -   , -   ," 14,000 ",0, -   
2-Jul-19,,Beli telur 1/2kg,KAS,Kas dompet,Harta,," 14,000 ", -   ,,143, -   , -   , -   ," (14,000)",0, -   
2-Jul-19,,Beli Gas,CMSBL,Consumable,Beban," 146,000 ",," 146,000 ",,143, -   , -   , -   ," 146,000 ",146000," 6,774,569 "
2-Jul-19,,Beli Sunlight,CMSBL,Consumable,Beban," 10,000 ",," 156,000 ",,143, -   , -   , -   ," 10,000 ",10000," 6,784,569 "
2-Jul-19,,Beli gas dan sunlight,KAS,Kas dompet,Harta,," 156,000 ", -   ,,143, -   , -   , -   ," (156,000)",0, -   
2-Jul-19,,"Penjualan ayam by Toko 14,5 ekor",KAS,Kas dompet,Harta," 880,000 ",," 880,000 ",,143, -   , -   , -   ," 880,000 ",0, -   
2-Jul-19,,"Penjualan ayam by Toko 14,5 ekor",PJTK,Penjualan Toko,Penjualan,," 880,000 ", -   ,,143, -   ," 880,000 "," 1,436,000 "," (880,000)",0, -   
2-Jul-19,,Penjualan ricebowl 4 paket,KAS,Kas dompet,Harta," 60,000 ",," 60,000 ",,143, -   , -   , -   ," 60,000 ",0, -   
2-Jul-19,,Penjualan ricebowl 4 paket,PJTK,Penjualan Toko,Penjualan,," 60,000 ", -   ,,143, -   ," 60,000 "," 1,496,000 "," (60,000)",0, -   
2-Jul-19,,Penjualan tempe (laba tempe),KAS,Kas dompet,Harta," 3,000 ",," 3,000 ",,143, -   , -   , -   ," 3,000 ",0, -   
2-Jul-19,,Penjualan tempe (laba tempe),PBT,Penjualan Barang Titip,Penjualan,," 3,000 ", -   ,,143, -   ," 3,000 "," 1,499,000 "," (3,000)",0, -   
2-Jul-19,,Penjualan ayam by GoFood 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ",,143, -   , -   , -   ," 60,000 ",0, -   
2-Jul-19,,Penjualan ayam by GoFood 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   ,,143, -   ," 60,000 "," 1,559,000 "," (60,000)",0, -   
2-Jul-19,,"Penjualan ayam by Pesanan 2,5 ekor",KAS,Kas dompet,Harta," 152,000 ",," 152,000 ",,143, -   , -   , -   ," 152,000 ",0, -   
2-Jul-19,,"Penjualan ayam by Pesanan 2,5 ekor",PJTK,Penjualan Toko,Penjualan,," 152,000 ", -   ,,143, -   ," 152,000 "," 1,711,000 "," (152,000)",0, -   
2-Jul-19,,Persediaan ayam (dikurangi 18 ekor),BPJ,Beban Harga Pokok,Beban," 630,000 ",," 630,000 ",-18,125, -   , -   , -   ," 630,000 ",630000," 7,414,569 "
2-Jul-19,,Persediaan ayam (dikurangi 18 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 630,000 ", -   ,,125, -   , -   , -   ," (630,000)",0, -   
2-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,125, -   , -   , -   ," 30,000 ",0, -   
2-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,125, -   , -   , -   ," (30,000)",0, -   
2-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),BPJ,Beban Harga Pokok,Beban," 34,200 ",," 34,200 ",-1,124, -   , -   , -   ," 34,200 ",34200," 7,448,769 "
2-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),PBWL,Persediaan Ricebowl,Harta,," 34,200 ", -   ,,124, -   , -   , -   ," (34,200)",0, -   
3-Jul-19,,"Belanja cabe 2kg,timun4kg,tomat1kg,bawang putih 1/2kg, terasi 10 bungkus",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 249,000 ",," 249,000 ",,124, -   , -   , -   ," 249,000 ",0, -   
3-Jul-19,,Beli plastik sedang dan kecil,CMSBL,Consumable,Beban," 45,000 ",," 294,000 ",,124, -   , -   , -   ," 45,000 ",45000," 7,493,769 "
3-Jul-19,,Beli minyak 2 L,CMSBL,Consumable,Beban," 21,000 ",," 315,000 ",,124, -   , -   , -   ," 21,000 ",21000," 7,514,769 "
3-Jul-19,,"Belanja kebutuhan sambal, minyak, plastik",KAS,Kas dompet,Harta,," 315,000 ", -   ,,124, -   , -   , -   ," (315,000)",0, -   
3-Jul-19,,Penjualan ayam by Toko 17 ekor,KAS,Kas dompet,Harta," 1,032,000 ",," 1,032,000 ",,124, -   , -   , -   ," 1,032,000 ",0, -   
3-Jul-19,,Penjualan ayam by Toko 17 ekor,PJTK,Penjualan Toko,Penjualan,," 1,032,000 ", -   ,,124, -   ," 1,032,000 "," 2,743,000 "," (1,032,000)",0, -   
3-Jul-19,,Penjualan ricebowl by Toko 3 paket,KAS,Kas dompet,Harta," 45,000 ",," 45,000 ",,124, -   , -   , -   ," 45,000 ",0, -   
3-Jul-19,,Penjualan ricebowl by Toko 3 paket,PJTK,Penjualan Toko,Penjualan,," 45,000 ", -   ,,124, -   ," 45,000 "," 2,788,000 "," (45,000)",0, -   
3-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,124, -   , -   , -   ," 8,000 ",0, -   
3-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,124, -   ," 8,000 "," 2,796,000 "," (8,000)",0, -   
3-Jul-19,,Penjualan ayam by GoFood 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ",,124, -   , -   , -   ," 60,000 ",0, -   
3-Jul-19,,Penjualan ayam by GoFood 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   ,,124, -   ," 60,000 "," 2,856,000 "," (60,000)",0, -   
3-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,124, -   , -   , -   ," 30,000 ",0, -   
3-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,124, -   , -   , -   ," (30,000)",0, -   
3-Jul-19,,Persediaan ayam (dikurangi 18 ekor),BPJ,Beban Harga Pokok,Beban," 630,000 ",," 630,000 ",-18,106, -   , -   , -   ," 630,000 ",630000," 8,144,769 "
3-Jul-19,,Persediaan ayam (dikurangi 18 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 630,000 ", -   ,,106, -   , -   , -   ," (630,000)",0, -   
3-Jul-19,,Persediaan ricebowl (dikurangi 3 paket),BPJ,Beban Harga Pokok,Beban," 25,650 ",," 25,650 ",,106, -   , -   , -   ," 25,650 ",25650," 8,170,419 "
3-Jul-19,,Persediaan ricebowl (dikurangi 3 paket),PBWL,Persediaan Ricebowl,Harta,," 25,650 ", -   ,-1,105, -   , -   , -   ," (25,650)",0, -   
3-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,105, -   , -   , -   ," 2,000 ",2000," 8,172,419 "
3-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,105, -   , -   , -   ," (2,000)",0, -   
3-Jul-19,,Bayar Iuran Sampah,BKBR,Beban Kebersihan,Beban," 30,000 ",," 30,000 ",,105, -   , -   , -   ," 30,000 ",30000," 8,202,419 "
3-Jul-19,,Bayar Iuran Sampah,KAS,Kas dompet,Harta,," 30,000 ", -   ,,105, -   , -   , -   ," (30,000)",0, -   
4-Jul-19,,Bayar Listrik Juli,BLTK,Beban Listrik,Beban," 23,000 ",," 23,000 ",,105, -   , -   , -   ," 23,000 ",23000," 8,225,419 "
4-Jul-19,,Bayar Listrik Juli,KAS,Kas dompet,Harta,," 23,000 ", -   ,,105, -   , -   , -   ," (23,000)",0, -   
4-Jul-19,,"Penjualan ayam by Toko 6,5 ekor",KAS,Kas dompet,Harta," 400,000 ",," 400,000 ",,105, -   , -   , -   ," 400,000 ",0, -   
4-Jul-19,,"Penjualan ayam by Toko 6,5 ekor",PJTK,Penjualan Toko,Penjualan,," 400,000 ", -   ,,105, -   ," 400,000 "," 3,256,000 "," (400,000)",0, -   
4-Jul-19,,Penjualan ricebowl 1 paket,KAS,Kas dompet,Harta," 15,000 ",," 15,000 ",,105, -   , -   , -   ," 15,000 ",0, -   
4-Jul-19,,Penjualan ricebowl 1 paket,PJTK,Penjualan Toko,Penjualan,," 15,000 ", -   ,,105, -   ," 15,000 "," 3,271,000 "," (15,000)",0, -   
4-Jul-19,,Penjualan nasi by Toko 5 pack,KAS,Kas dompet,Harta," 20,000 ",," 20,000 ",,105, -   , -   , -   ," 20,000 ",0, -   
4-Jul-19,,Penjualan nasi by Toko 5 pack,PJTK,Penjualan Toko,Penjualan,," 20,000 ", -   ,,105, -   ," 20,000 "," 3,291,000 "," (20,000)",0, -   
4-Jul-19,,Penjualan tempe (laba tempe) 2 bungkus,KAS,Kas dompet,Harta," 6,000 ",," 6,000 ",,105, -   , -   , -   ," 6,000 ",0, -   
4-Jul-19,,Penjualan kentang (laba kentang) 2 bungkus,KAS,Kas dompet,Harta," 10,000 ",," 16,000 ",,105, -   , -   , -   ," 10,000 ",0, -   
4-Jul-19,,Penjualan barang titip tempe&kentang,PBT,Penjualan Barang Titip,Penjualan,," 16,000 ", -   ,,105, -   ," 16,000 "," 3,307,000 "," (16,000)",0, -   
4-Jul-19,,Penjualan ayam by GoFood 2 ekor,KASBANK,Kas di Bank,Harta," 120,000 ",," 120,000 ",,105, -   , -   , -   ," 120,000 ",0, -   
4-Jul-19,,Penjualan ayam by GoFood 2 ekor,PJGK,Penjualan by Gojek,Penjualan,," 120,000 ", -   ,,105, -   ," 120,000 "," 3,427,000 "," (120,000)",0, -   
4-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,105, -   , -   , -   ," 30,000 ",0, -   
4-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,105, -   , -   , -   ," (30,000)",0, -   
4-Jul-19,,"Persediaan ayam (dikurangi 8,5 ekor)",BPJ,Beban Harga Pokok,Beban," 297,500 ",," 297,500 ",-8.5,96.5, -   , -   , -   ," 297,500 ",297500," 8,522,919 "
4-Jul-19,,"Persediaan ayam (dikurangi 8,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 297,500 ", -   ,,96.5, -   , -   , -   ," (297,500)",0, -   
4-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),BPJ,Beban Harga Pokok,Beban," 8,550 ",," 8,550 ",-0.5,96, -   , -   , -   ," 8,550 ",8550," 8,531,469 "
4-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),PBWL,Persediaan Ricebowl,Harta,," 8,550 ", -   ,,96, -   , -   , -   ," (8,550)",0, -   
4-Jul-19,,Persediaan beras (dikurangi 5 pack),BPJ,Beban Harga Pokok,Beban," 5,000 ",," 5,000 ",,96, -   , -   , -   ," 5,000 ",5000," 8,536,469 "
4-Jul-19,,Persediaan beras (dikurangi 5 pack),PBRS,Persediaan Beras,Harta,," 5,000 ", -   ,,96, -   , -   , -   ," (5,000)",0, -   
5-Jul-19,,"Belanja cabe 2kg,timun 3kg,tomat1kg,bawang putih 2kg, jahe 1/2kg,sereh+salam 5000,lada 1ons",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 274,000 ",," 274,000 ",,96, -   , -   , -   ," 274,000 ",0, -   
5-Jul-19,,Beli telur 1kg,PBWL,Persediaan Ricebowl,Harta," 28,000 ",," 302,000 ",,96, -   , -   , -   ," 28,000 ",0, -   
5-Jul-19,,Belanja bahan sambal dan telur,KAS,Kas dompet,Harta,," 302,000 ", -   ,,96, -   , -   , -   ," (302,000)",0, -   
5-Jul-19,,"Penjualan ayam by Toko 7,5 ekor",KAS,Kas dompet,Harta," 452,000 ",," 452,000 ",,96, -   , -   , -   ," 452,000 ",0, -   
5-Jul-19,,"Penjualan ayam by Toko 7,5 ekor",PJTK,Penjualan Toko,Penjualan,," 452,000 ", -   ,,96, -   ," 452,000 "," 3,879,000 "," (452,000)",0, -   
5-Jul-19,,Penjualan ricebowl by Toko 2 paket,KAS,Kas dompet,Harta," 30,000 ",," 30,000 ",,96, -   , -   , -   ," 30,000 ",0, -   
5-Jul-19,,Penjualan ricebowl by Toko 2 paket,PJTK,Penjualan Toko,Penjualan,," 30,000 ", -   ,,96, -   ," 30,000 "," 3,909,000 "," (30,000)",0, -   
5-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,96, -   , -   , -   ," 30,000 ",0, -   
5-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,96, -   , -   , -   ," (30,000)",0, -   
5-Jul-19,,"Persediaan ayam (dikurangi 7,5 ekor)",BPJ,Beban Harga Pokok,Beban," 262,500 ",," 262,500 ",-7.5,88.5, -   , -   , -   ," 262,500 ",262500," 8,798,969 "
5-Jul-19,,"Persediaan ayam (dikurangi 7,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 262,500 ", -   ,,88.5, -   , -   , -   ," (262,500)",0, -   
5-Jul-19,,Persediaan ricebowl (dikurangi 2 paket),BPJ,Beban Harga Pokok,Beban," 30,000 ",," 30,000 ",-1,87.5, -   , -   , -   ," 30,000 ",30000," 8,828,969 "
5-Jul-19,,Persediaan ricebowl (dikurangi 2 paket),PBWL,Persediaan Ricebowl,Harta,," 30,000 ", -   ,,87.5, -   , -   , -   ," (30,000)",0, -   
6-Jul-19,,Bayar Listrik Juli,BLTK,Beban Listrik,Beban," 103,000 ",," 103,000 ",,87.5, -   , -   , -   ," 103,000 ",103000," 8,931,969 "
6-Jul-19,,Bayar Listrik Juli,KAS,Kas dompet,Harta,," 103,000 ", -   ,,87.5, -   , -   , -   ," (103,000)",0, -   
6-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,87.5, -   , -   , -   ," 30,000 ",0, -   
6-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,87.5, -   , -   , -   ," (30,000)",0, -   
6-Jul-19,,Penjualan ayam by Toko 7 ekor,KAS,Kas dompet,Harta," 424,000 ",," 424,000 ",,87.5, -   , -   , -   ," 424,000 ",0, -   
6-Jul-19,,Penjualan ayam by Toko 7 ekor,PJTK,Penjualan Toko,Penjualan,," 424,000 ", -   ,,87.5, -   ," 424,000 "," 4,333,000 "," (424,000)",0, -   
6-Jul-19,,Penjualan ricebowl 1 paket,KAS,Kas dompet,Harta," 15,000 ",," 15,000 ",,87.5, -   , -   , -   ," 15,000 ",0, -   
6-Jul-19,,Penjualan ricebowl 1 paket,PJTK,Penjualan Toko,Penjualan,," 15,000 ", -   ,,87.5, -   ," 15,000 "," 4,348,000 "," (15,000)",0, -   
6-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,87.5, -   , -   , -   ," 8,000 ",0, -   
6-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,87.5, -   ," 8,000 "," 4,356,000 "," (8,000)",0, -   
6-Jul-19,,Persediaan ayam (dikurangi 7 ekor),BPJ,Beban Harga Pokok,Beban," 245,000 ",," 245,000 ",-7,80.5, -   , -   , -   ," 245,000 ",245000," 9,176,969 "
6-Jul-19,,Persediaan ayam (dikurangi 7 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 245,000 ", -   ,,80.5, -   , -   , -   ," (245,000)",0, -   
6-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),BPJ,Beban Harga Pokok,Beban," 8,550 ",," 8,550 ",-1,79.5, -   , -   , -   ," 8,550 ",8550," 9,185,519 "
6-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),PBWL,Persediaan Ricebowl,Harta,," 8,550 ", -   ,,79.5, -   , -   , -   ," (8,550)",0, -   
6-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,79.5, -   , -   , -   ," 2,000 ",2000," 9,187,519 "
6-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,79.5, -   , -   , -   ," (2,000)",0, -   
7-Jul-19,,"Belanja cabe 1kg,timun4kg,bombay",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 102,000 ",," 102,000 ",,79.5, -   , -   , -   ," 102,000 ",0, -   
7-Jul-19,,"Belanja cabe 1kg,timun4kg,bombay",KAS,Kas dompet,Harta,," 102,000 ", -   ,,79.5, -   , -   , -   ," (102,000)",0, -   
7-Jul-19,,Beli air galon+pembersih,CMSBL,Consumable,Beban," 37,000 ",," 37,000 ",,79.5, -   , -   , -   ," 37,000 ",37000," 9,224,519 "
7-Jul-19,,Beli air galon+pembersih,KAS,Kas dompet,Harta,," 37,000 ", -   ,,79.5, -   , -   , -   ," (37,000)",0, -   
7-Jul-19,,Penjualan ayam by Toko 9 ekor,KAS,Kas dompet,Harta," 548,000 ",," 548,000 ",,79.5, -   , -   , -   ," 548,000 ",0, -   
7-Jul-19,,Penjualan ayam by Toko 9 ekor,PJTK,Penjualan Toko,Penjualan,," 548,000 ", -   ,,79.5, -   ," 548,000 "," 4,904,000 "," (548,000)",0, -   
7-Jul-19,,Penjualan ricebowl by Toko 4 paket,KAS,Kas dompet,Harta," 60,000 ",," 60,000 ",,79.5, -   , -   , -   ," 60,000 ",0, -   
7-Jul-19,,Penjualan ricebowl by Toko 4 paket,PJTK,Penjualan Toko,Penjualan,," 60,000 ", -   ,,79.5, -   ," 60,000 "," 4,964,000 "," (60,000)",0, -   
7-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,79.5, -   , -   , -   ," 8,000 ",0, -   
7-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,79.5, -   ," 8,000 "," 4,972,000 "," (8,000)",0, -   
7-Jul-19,,Penjualan ayam by GoFood 2 ekor,KASBANK,Kas di Bank,Harta," 120,000 ",," 120,000 ",,79.5, -   , -   , -   ," 120,000 ",0, -   
7-Jul-19,,Penjualan ayam by GoFood 2 ekor,PJGK,Penjualan by Gojek,Penjualan,," 120,000 ", -   ,,79.5, -   ," 120,000 "," 5,092,000 "," (120,000)",0, -   
7-Jul-19,,"Pembelian ayam 70kg @Rp32.000, 82 ekor",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 2,240,000 ",," 2,240,000 ",82,161.5," 27,317.1 ", -   , -   ," 2,240,000 ",0, -   
7-Jul-19,,"Pembelian ayam 70kg @Rp32.000, 82 ekor",KASBANK,Kas di Bank,Harta,," 2,240,000 ", -   ,,161.5, -   , -   , -   ," (2,240,000)",0, -   
7-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,161.5, -   , -   , -   ," 30,000 ",0, -   
7-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,161.5, -   , -   , -   ," (30,000)",0, -   
7-Jul-19,,Persediaan ayam (dikurangi 11 ekor),BPJ,Beban Harga Pokok,Beban," 385,000 ",," 385,000 ",-14.5,147, -   , -   , -   ," 385,000 ",385000," 9,609,519 "
7-Jul-19,,Persediaan ayam (dikurangi 11 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 385,000 ", -   ,,147, -   , -   , -   ," (385,000)",0, -   
7-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),BPJ,Beban Harga Pokok,Beban," 34,200 ",," 34,200 ",-0.5,146.5, -   , -   , -   ," 34,200 ",34200," 9,643,719 "
7-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),PBWL,Persediaan Ricebowl,Harta,," 34,200 ", -   ,,146.5, -   , -   , -   ," (34,200)",0, -   
